Index,Title,Brand,Product Type,Confidence,Confidence Level,Version
381,Master Flow 7 in. 90-Degree Round Adjustable Elbow 90E7,Master Flow,Plumbing Fitting,75.0,High,v2
382,"EMOH Adjustable 48"" to 84"" Round Sash Rod in White (Set of 2) HSASHR-4884",EMOH,Unknown - Unable to Classify,3.0,No Match,v2
383,StyleWell 28 in. - 48 in. Adjustable Telescoping 5/8 in. Single Curtain Rod Kit in Oil Rubbed Bronze,StyleWell,Curtain Rod,95.0,High,v2
384,"UNIKOO UKS04 66 to 72 in. W x 76 in. H Sliding Frameless Shower Door in Brushed Nickel, EnduroShield",UNIKOO,Unknown - Unable to Classify,3.0,No Match,v2
385,Rod Desyne 28 in. - 48 in. Double Curtain Rod in Satin Nickel with Finial 4742-285,Rod Desyne,Curtain Rod,95.0,High,v2
386,Chicology Oxford Gray Cordless Room Darkening Vinyl Vertical Blind with 3.5 in. Slats 78 in. W x 84 ,Chicology,Unknown - Unable to Classify,5.0,No Match,v2
387,Gorilla 8 ft. Waterproof Patch and Seal Tape Clear 107261,Gorilla,Tape,78.0,High,v2
388,Link2Home 60 ft. 14/3 Extension Cord Storage Reel with 4 Grounded Outlets and Overload Circuit Break,Link2Home,Extension Cord,100.0,High,v2
389,VELUX 22-1/2 in. x 22-1/2 in. Fixed Pan-Flashed Skylight with Tempered Low-E3 Glass QPF 2222 2005,VELUX,Skylight,75.0,High,v2
390,Search Results for 520214 at The Home Depot,,Door,40.0,Low,v2
391,Saniflo SaniBest Pro 2-Piece 1.28gal Single Flush Elongated Toilet with 1hp Grinder Pump in White 01,Saniflo,Toilet,84.0,High,v2
392,,,Unknown - Missing Data,0,No Data,v2
393,Lifeproof Sterling Oak 6 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Floorin,Lifeproof,Unknown - Unable to Classify,3.0,No Match,v2
394,,,Unknown - Missing Data,0,No Data,v2
395,HALO ALP 250-Watt Equivalent Integrated LED Grey Premium Area Light Field Selectable CCT 3000K/4000K,HALO,LED Light Bulb,93.0,High,v2
396,Saint-Gobain ADFORS 72 in. x 25 ft. Charcoal Fiberglass Pool and Patio Screen Roll FCS8513-M,Saint-Gobain ADFORS,Unknown - Unable to Classify,3.0,No Match,v2
397,BlueDEF 2.5 Gal. Diesel Exhaust Fluid (DEF) DEF002,BlueDEF,Cleaning Solution,40.0,Low,v2
398,IPEX 6 in. X 24 in. ABS SDR-35 Riser Pipe 9015,IPEX,Drain,40.0,Low,v2
399,Home Decorators Collection 37 in. W x 22 in. D Engineered Solid Surface White Rectangular Single Sin,Home Decorators Collection,Sink,75.0,High,v2
400,,,Unknown - Missing Data,0,No Data,v2
401,Milwaukee M12 12V Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit with Two 1.5Ah Batteries,Milwaukee,Drill,100.0,High,v2
402,"Gardenised 24-Pack Pot Feet-Rubber Risers for Planters and Pots Prevents Stains, Rot, and Moisture D",Gardenised,Unknown - Unable to Classify,9.0,No Match,v2
403,DEWALT MAXFIT 1 in. #20 Torx Bit (2-Piece) DWA1TX20MF2,DEWALT,Drill,40.0,Low,v2
404,"3M OV/AG P100 Pro Multi-Purpose Reusable Respirator with Quick Latch, Size Medium 65023QLHA1-C",3M,Safety Respirator,83.0,High,v2
405,DEWALT 6 in. MAXFIT T25 Bit Tip DWA6TX25-1,DEWALT,Drill,42.0,Low,v2
406,Milwaukee SHOCKWAVE Impact Duty Alloy Steel Hex Screw Driver Bit Set (9-Piece) 48-32-4616,Milwaukee,Drill Bit,95.0,High,v2
407,SANOXY 25 ft. DVI-D Dual Link Digital Video Male to Male Cable 28AWG SNX-CBL-LDR-DV110-G125,SANOXY,Cable,75.0,High,v2
408,,,Unknown - Missing Data,0,No Data,v2
409,HDX Disposable Earplugs (50-Pack) REP501 50PK,HDX,Disposable Earplugs,87.0,High,v2
410,,,Unknown - Missing Data,0,No Data,v2
411,,,Unknown - Missing Data,0,No Data,v2
412,Husky 72 in. W x 24 in. D Adjustable Height Black Workbench for Ready to Assemble Steel Garage Stora,Husky,Unknown - Unable to Classify,3.0,No Match,v2
413,,,Unknown - Missing Data,0,No Data,v2
414,Husky 72 in. W x 24 in. D Adjustable Height Black Workbench for Ready to Assemble Steel Garage Stora,Husky,Unknown - Unable to Classify,3.0,No Match,v2
415,VELCRO 7/8 in. Sticky Back Squares (12-Pack) 90072,VELCRO,Unknown - Unable to Classify,5.0,No Match,v2
416,Vigoro 4 ft. x 100 ft. Heavy Duty Matrix Grid Weed Control Landscape Fabric VPNM410085,Vigoro,Unknown - Unable to Classify,6.0,No Match,v2
417,Milwaukee High Performance Hard Shell Knee Pads with PACKOUT Tool Bag 48-73-6030-48-22-8321,Milwaukee,Unknown - Unable to Classify,5.0,No Match,v2
418,Milwaukee Red Disposable Earplugs (10-Pack) with 32 dB Noise Reduction Rating 48-73-3001,Milwaukee,Disposable Earplugs,92.0,High,v2
419,Everbilt 2-Pack 2-1/2 in. Matte Black Non-Removable Pin Narrow Surface Mount Door Hinge 28927,Everbilt,Door Hinge,95.0,High,v2
420,Stanley 10 in. Surform Regular-Cut Flat Mill File 21-293,Stanley,Saw Blade,43.0,Low,v2
421,Stanley 6 in. Pocket Surform Plane 21-399,Stanley,Saw Blade,40.0,Low,v2
422,Commercial Electric Pocket Size Auto Digital Ranging Multimeter MMB-8332R,Commercial Electric,Unknown - Unable to Classify,6.0,No Match,v2
423,Watts 1 in. Bronze Double Check Valve Backflow Preventer Assembly Quarter Turn Shutoff With Single T,Watts,Plumbing Fitting,100.0,High,v2
424,Everbilt (84-Pack) Spring Assortment Kit 24470,Everbilt,Spring,84.0,High,v2
